"ID","Name","LongName","Parent","McCC","CLOC","PDA","PUA","LLOC","LOC"
"L5029","PreJava9ReflectionAccessor.java","/home/ahmed/Desktop/FIT4003/extract/src/outputs/gson/gson/gson/src/main/java/com/google/gson/internal/reflect/PreJava9ReflectionAccessor.java","L5028","1","0","0","0","8","34"
"L5030","ReflectionAccessor.java","/home/ahmed/Desktop/FIT4003/extract/src/outputs/gson/gson/gson/src/main/java/com/google/gson/internal/reflect/ReflectionAccessor.java","L5028","1","0","3","0","10","55"
"L5031","UnsafeReflectionAccessor.java","/home/ahmed/Desktop/FIT4003/extract/src/outputs/gson/gson/gson/src/main/java/com/google/gson/internal/reflect/UnsafeReflectionAccessor.java","L5028","8","0","0","0","54","87"
"L3751","ISO8601Utils.java","/home/ahmed/Desktop/FIT4003/extract/src/outputs/gson/gson/gson/src/main/java/com/google/gson/internal/bind/util/ISO8601Utils.java","L3750","49","0","5","0","204","353"
"L1818","GsonBuildConfig.java","/home/ahmed/Desktop/FIT4003/extract/src/outputs/gson/gson/gson/src/main/java-templates/com/google/gson/internal/GsonBuildConfig.java","L1817","1","0","1","0","5","33"
"L155","CommentsTest.java","/home/ahmed/Desktop/FIT4003/extract/src/outputs/gson/gson/gson/src/test/java/com/google/gson/CommentsTest.java","L154","1","0","2","0","19","46"
"L156","DefaultDateTypeAdapterTest.java","/home/ahmed/Desktop/FIT4003/extract/src/outputs/gson/gson/gson/src/test/java/com/google/gson/DefaultDateTypeAdapterTest.java","L154","9","0","1","11","161","204"
"L157","DefaultInetAddressTypeAdapterTest.java","/home/ahmed/Desktop/FIT4003/extract/src/outputs/gson/gson/gson/src/test/java/com/google/gson/DefaultInetAddressTypeAdapterTest.java","L154","1","0","1","1","18","46"
"L158","DefaultMapJsonSerializerTest.java","/home/ahmed/Desktop/FIT4003/extract/src/outputs/gson/gson/gson/src/test/java/com/google/gson/DefaultMapJsonSerializerTest.java","L154","1","0","1","3","35","65"
"L159","ExposeAnnotationExclusionStrategyTest.java","/home/ahmed/Desktop/FIT4003/extract/src/outputs/gson/gson/gson/src/test/java/com/google/gson/ExposeAnnotationExclusionStrategyTest.java","L154","1","0","1","6","52","90"
"L160","FieldAttributesTest.java","/home/ahmed/Desktop/FIT4003/extract/src/outputs/gson/gson/gson/src/test/java/com/google/gson/FieldAttributesTest.java","L154","2","0","1","6","47","83"
"L161","GenericArrayTypeTest.java","/home/ahmed/Desktop/FIT4003/extract/src/outputs/gson/gson/gson/src/test/java/com/google/gson/GenericArrayTypeTest.java","L154","1","0","1","2","27","58"
"L162","GsonBuilderTest.java","/home/ahmed/Desktop/FIT4003/extract/src/outputs/gson/gson/gson/src/test/java/com/google/gson/GsonBuilderTest.java","L154","2","0","1","4","56","88"
"L163","GsonTest.java","/home/ahmed/Desktop/FIT4003/extract/src/outputs/gson/gson/gson/src/test/java/com/google/gson/GsonTest.java","L154","1","0","1","2","48","81"
"L164","GsonTypeAdapterTest.java","/home/ahmed/Desktop/FIT4003/extract/src/outputs/gson/gson/gson/src/test/java/com/google/gson/GsonTypeAdapterTest.java","L154","6","0","2","4","108","149"
"L165","InnerClassExclusionStrategyTest.java","/home/ahmed/Desktop/FIT4003/extract/src/outputs/gson/gson/gson/src/test/java/com/google/gson/InnerClassExclusionStrategyTest.java","L154","1","0","1","4","29","59"
"L166","JavaSerializationTest.java","/home/ahmed/Desktop/FIT4003/extract/src/outputs/gson/gson/gson/src/test/java/com/google/gson/JavaSerializationTest.java","L154","1","0","1","3","47","76"
"L167","JsonArrayTest.java","/home/ahmed/Desktop/FIT4003/extract/src/outputs/gson/gson/gson/src/test/java/com/google/gson/JsonArrayTest.java","L154","3","0","1","5","67","103"
"L168","JsonNullTest.java","/home/ahmed/Desktop/FIT4003/extract/src/outputs/gson/gson/gson/src/test/java/com/google/gson/JsonNullTest.java","L154","1","0","1","2","17","41"
"L169","JsonObjectTest.java","/home/ahmed/Desktop/FIT4003/extract/src/outputs/gson/gson/gson/src/test/java/com/google/gson/JsonObjectTest.java","L154","2","0","4","11","128","202"
"L170","JsonParserTest.java","/home/ahmed/Desktop/FIT4003/extract/src/outputs/gson/gson/gson/src/test/java/com/google/gson/JsonParserTest.java","L154","3","0","1","10","88","127"
"L171","JsonPrimitiveTest.java","/home/ahmed/Desktop/FIT4003/extract/src/outputs/gson/gson/gson/src/test/java/com/google/gson/JsonPrimitiveTest.java","L154","2","0","1","24","183","248"
"L172","JsonStreamParserTest.java","/home/ahmed/Desktop/FIT4003/extract/src/outputs/gson/gson/gson/src/test/java/com/google/gson/JsonStreamParserTest.java","L154","2","0","1","4","44","75"
"L173","LongSerializationPolicyTest.java","/home/ahmed/Desktop/FIT4003/extract/src/outputs/gson/gson/gson/src/test/java/com/google/gson/LongSerializationPolicyTest.java","L154","1","0","1","4","34","65"
"L174","MixedStreamTest.java","/home/ahmed/Desktop/FIT4003/extract/src/outputs/gson/gson/gson/src/test/java/com/google/gson/MixedStreamTest.java","L154","11","0","0","13","190","240"
"L175","MockExclusionStrategy.java","/home/ahmed/Desktop/FIT4003/extract/src/outputs/gson/gson/gson/src/test/java/com/google/gson/MockExclusionStrategy.java","L154","1","0","0","0","17","44"
"L176","ObjectTypeAdapterTest.java","/home/ahmed/Desktop/FIT4003/extract/src/outputs/gson/gson/gson/src/test/java/com/google/gson/ObjectTypeAdapterTest.java","L154","1","0","0","6","39","64"
"L177","OverrideCoreTypeAdaptersTest.java","/home/ahmed/Desktop/FIT4003/extract/src/outputs/gson/gson/gson/src/test/java/com/google/gson/OverrideCoreTypeAdaptersTest.java","L154","2","0","1","3","52","78"
"L178","ParameterizedTypeFixtures.java","/home/ahmed/Desktop/FIT4003/extract/src/outputs/gson/gson/gson/src/test/java/com/google/gson/ParameterizedTypeFixtures.java","L154","21","0","2","12","129","178"
"L179","ParameterizedTypeTest.java","/home/ahmed/Desktop/FIT4003/extract/src/outputs/gson/gson/gson/src/test/java/com/google/gson/ParameterizedTypeTest.java","L154","1","0","1","2","28","58"
"L180","PrimitiveTypeAdapter.java","/home/ahmed/Desktop/FIT4003/extract/src/outputs/gson/gson/gson/src/test/java/com/google/gson/PrimitiveTypeAdapter.java","L154","12","0","0","0","45","74"
"L181","VersionExclusionStrategyTest.java","/home/ahmed/Desktop/FIT4003/extract/src/outputs/gson/gson/gson/src/test/java/com/google/gson/VersionExclusionStrategyTest.java","L154","1","0","1","3","27","56"
"L1836","GsonBuildConfigTest.java","/home/ahmed/Desktop/FIT4003/extract/src/outputs/gson/gson/gson/src/test/java/com/google/gson/internal/GsonBuildConfigTest.java","L1835","1","0","1","1","9","34"
"L1837","GsonTypesTest.java","/home/ahmed/Desktop/FIT4003/extract/src/outputs/gson/gson/gson/src/test/java/com/google/gson/internal/GsonTypesTest.java","L1835","4","0","1","3","39","75"
"L1838","JavaVersionTest.java","/home/ahmed/Desktop/FIT4003/extract/src/outputs/gson/gson/gson/src/test/java/com/google/gson/internal/JavaVersionTest.java","L1835","1","0","2","6","45","82"
"L1839","LazilyParsedNumberTest.java","/home/ahmed/Desktop/FIT4003/extract/src/outputs/gson/gson/gson/src/test/java/com/google/gson/internal/LazilyParsedNumberTest.java","L1835","1","0","0","3","14","33"
"L1840","LinkedHashTreeMapTest.java","/home/ahmed/Desktop/FIT4003/extract/src/outputs/gson/gson/gson/src/test/java/com/google/gson/internal/LinkedHashTreeMapTest.java","L1835","20","0","1","15","239","291"
"L1841","LinkedTreeMapTest.java","/home/ahmed/Desktop/FIT4003/extract/src/outputs/gson/gson/gson/src/test/java/com/google/gson/internal/LinkedTreeMapTest.java","L1835","6","0","0","12","114","151"
"L1842","UnsafeAllocatorInstantiationTest.java","/home/ahmed/Desktop/FIT4003/extract/src/outputs/gson/gson/gson/src/test/java/com/google/gson/internal/UnsafeAllocatorInstantiationTest.java","L1835","4","0","4","3","36","75"
"L6611","TypeTokenTest.java","/home/ahmed/Desktop/FIT4003/extract/src/outputs/gson/gson/gson/src/test/java/com/google/gson/reflect/TypeTokenTest.java","L6610","1","0","1","6","64","106"
"L6781","JsonReaderPathTest.java","/home/ahmed/Desktop/FIT4003/extract/src/outputs/gson/gson/gson/src/test/java/com/google/gson/stream/JsonReaderPathTest.java","L6780","1","0","0","12","211","257"
"L6782","JsonReaderTest.java","/home/ahmed/Desktop/FIT4003/extract/src/outputs/gson/gson/gson/src/test/java/com/google/gson/stream/JsonReaderTest.java","L6780","107","0","6","119","1557","1788"
"L6783","JsonWriterTest.java","/home/ahmed/Desktop/FIT4003/extract/src/outputs/gson/gson/gson/src/test/java/com/google/gson/stream/JsonWriterTest.java","L6780","27","0","0","40","581","649"
"L7492","MoreAsserts.java","/home/ahmed/Desktop/FIT4003/extract/src/outputs/gson/gson/gson/src/test/java/com/google/gson/common/MoreAsserts.java","L7491","7","0","2","3","38","74"
"L7493","TestTypes.java","/home/ahmed/Desktop/FIT4003/extract/src/outputs/gson/gson/gson/src/test/java/com/google/gson/common/TestTypes.java","L7491","22","0","2","66","342","422"
"L7865","ArrayTest.java","/home/ahmed/Desktop/FIT4003/extract/src/outputs/gson/gson/gson/src/test/java/com/google/gson/functional/ArrayTest.java","L7864","5","0","5","22","198","269"
"L7866","CircularReferenceTest.java","/home/ahmed/Desktop/FIT4003/extract/src/outputs/gson/gson/gson/src/test/java/com/google/gson/functional/CircularReferenceTest.java","L7864","4","0","1","6","89","127"
"L7867","CollectionTest.java","/home/ahmed/Desktop/FIT4003/extract/src/outputs/gson/gson/gson/src/test/java/com/google/gson/functional/CollectionTest.java","L7864","12","0","1","29","341","416"
"L7868","ConcurrencyTest.java","/home/ahmed/Desktop/FIT4003/extract/src/outputs/gson/gson/gson/src/test/java/com/google/gson/functional/ConcurrencyTest.java","L7864","9","0","5","0","91","141"
"L7869","CustomDeserializerTest.java","/home/ahmed/Desktop/FIT4003/extract/src/outputs/gson/gson/gson/src/test/java/com/google/gson/functional/CustomDeserializerTest.java","L7864","1","0","1","7","159","213"
"L7870","CustomSerializerTest.java","/home/ahmed/Desktop/FIT4003/extract/src/outputs/gson/gson/gson/src/test/java/com/google/gson/functional/CustomSerializerTest.java","L7864","2","0","1","5","71","103"
"L7871","CustomTypeAdaptersTest.java","/home/ahmed/Desktop/FIT4003/extract/src/outputs/gson/gson/gson/src/test/java/com/google/gson/functional/CustomTypeAdaptersTest.java","L7864","8","0","8","20","386","466"
"L7872","DefaultTypeAdaptersTest.java","/home/ahmed/Desktop/FIT4003/extract/src/outputs/gson/gson/gson/src/test/java/com/google/gson/functional/DefaultTypeAdaptersTest.java","L7864","10","0","4","62","631","749"
"L7873","DelegateTypeAdapterTest.java","/home/ahmed/Desktop/FIT4003/extract/src/outputs/gson/gson/gson/src/test/java/com/google/gson/functional/DelegateTypeAdapterTest.java","L7864","2","0","1","2","61","95"
"L7874","EnumTest.java","/home/ahmed/Desktop/FIT4003/extract/src/outputs/gson/gson/gson/src/test/java/com/google/gson/functional/EnumTest.java","L7864","1","0","2","14","163","217"
"L7875","EscapingTest.java","/home/ahmed/Desktop/FIT4003/extract/src/outputs/gson/gson/gson/src/test/java/com/google/gson/functional/EscapingTest.java","L7864","1","0","1","5","59","93"
"L7876","ExclusionStrategyFunctionalTest.java","/home/ahmed/Desktop/FIT4003/extract/src/outputs/gson/gson/gson/src/test/java/com/google/gson/functional/ExclusionStrategyFunctionalTest.java","L7864","2","0","1","9","149","203"
"L7877","ExposeFieldsTest.java","/home/ahmed/Desktop/FIT4003/extract/src/outputs/gson/gson/gson/src/test/java/com/google/gson/functional/ExposeFieldsTest.java","L7864","2","0","1","8","115","170"
"L7878","FieldExclusionTest.java","/home/ahmed/Desktop/FIT4003/extract/src/outputs/gson/gson/gson/src/test/java/com/google/gson/functional/FieldExclusionTest.java","L7864","1","0","1","3","55","93"
"L7879","FieldNamingTest.java","/home/ahmed/Desktop/FIT4003/extract/src/outputs/gson/gson/gson/src/test/java/com/google/gson/functional/FieldNamingTest.java","L7864","1","0","0","6","64","90"
"L7880","GsonVersionDiagnosticsTest.java","/home/ahmed/Desktop/FIT4003/extract/src/outputs/gson/gson/gson/src/test/java/com/google/gson/functional/GsonVersionDiagnosticsTest.java","L7864","4","0","1","4","62","97"
"L7881","InheritanceTest.java","/home/ahmed/Desktop/FIT4003/extract/src/outputs/gson/gson/gson/src/test/java/com/google/gson/functional/InheritanceTest.java","L7864","17","0","1","13","226","278"
"L7882","InstanceCreatorTest.java","/home/ahmed/Desktop/FIT4003/extract/src/outputs/gson/gson/gson/src/test/java/com/google/gson/functional/InstanceCreatorTest.java","L7864","1","0","2","4","91","128"
"L7883","InterfaceTest.java","/home/ahmed/Desktop/FIT4003/extract/src/outputs/gson/gson/gson/src/test/java/com/google/gson/functional/InterfaceTest.java","L7864","1","0","1","2","37","73"
"L7884","InternationalizationTest.java","/home/ahmed/Desktop/FIT4003/extract/src/outputs/gson/gson/gson/src/test/java/com/google/gson/functional/InternationalizationTest.java","L7864","1","0","2","3","33","72"
"L7885","JavaUtilConcurrentAtomicTest.java","/home/ahmed/Desktop/FIT4003/extract/src/outputs/gson/gson/gson/src/test/java/com/google/gson/functional/JavaUtilConcurrentAtomicTest.java","L7864","1","0","1","7","78","111"
"L7886","JavaUtilTest.java","/home/ahmed/Desktop/FIT4003/extract/src/outputs/gson/gson/gson/src/test/java/com/google/gson/functional/JavaUtilTest.java","L7864","1","0","1","2","33","63"
"L7887","JsonAdapterAnnotationOnClassesTest.java","/home/ahmed/Desktop/FIT4003/extract/src/outputs/gson/gson/gson/src/test/java/com/google/gson/functional/JsonAdapterAnnotationOnClassesTest.java","L7864","3","0","3","7","209","264"
"L7888","JsonAdapterAnnotationOnFieldsTest.java","/home/ahmed/Desktop/FIT4003/extract/src/outputs/gson/gson/gson/src/test/java/com/google/gson/functional/JsonAdapterAnnotationOnFieldsTest.java","L7864","3","0","3","8","250","307"
"L7889","JsonAdapterSerializerDeserializerTest.java","/home/ahmed/Desktop/FIT4003/extract/src/outputs/gson/gson/gson/src/test/java/com/google/gson/functional/JsonAdapterSerializerDeserializerTest.java","L7864","1","0","1","3","125","165"
"L7890","JsonArrayTest.java","/home/ahmed/Desktop/FIT4003/extract/src/outputs/gson/gson/gson/src/test/java/com/google/gson/functional/JsonArrayTest.java","L7864","1","0","1","8","104","163"
"L7891","JsonParserTest.java","/home/ahmed/Desktop/FIT4003/extract/src/outputs/gson/gson/gson/src/test/java/com/google/gson/functional/JsonParserTest.java","L7864","6","0","1","8","104","144"
"L7892","JsonTreeTest.java","/home/ahmed/Desktop/FIT4003/extract/src/outputs/gson/gson/gson/src/test/java/com/google/gson/functional/JsonTreeTest.java","L7864","4","0","1","4","73","90"
