"ID","Name","LongName","Parent","Component","Path","Line","Column","EndLine","EndColumn","WarningBlocker","WarningCritical","WarningInfo","WarningMajor","WarningMinor","Best Practice Rules","Code Style Rules","Design Rules","Documentation Rules","Error Prone Rules","Multithreading Rules","Performance Rules","Security Rules"
"L5657","factories","com.google.gson.Gson.factories;Ljava/util/List;","L580","L103","/home/ahmed/Desktop/FIT4003/extract/src/outputs/gson/gson/gson/src/main/java/com/google/gson/Gson.java","132","3","132","44","0","0","0","0","0","0","0","0","0","0","0","0","0"
"L5661","excluder","com.google.gson.Gson.excluder;Lcom/google/gson/internal/Excluder;","L580","L103","/home/ahmed/Desktop/FIT4003/extract/src/outputs/gson/gson/gson/src/main/java/com/google/gson/Gson.java","134","3","134","27","0","0","0","0","0","0","0","0","0","0","0","0","0"
"L5662","fieldNamingStrategy","com.google.gson.Gson.fieldNamingStrategy;Lcom/google/gson/FieldNamingStrategy;","L580","L103","/home/ahmed/Desktop/FIT4003/extract/src/outputs/gson/gson/gson/src/main/java/com/google/gson/Gson.java","135","3","135","49","0","0","0","0","0","0","0","0","0","0","0","0","0"
"L5663","instanceCreators","com.google.gson.Gson.instanceCreators;Ljava/util/Map;","L580","L103","/home/ahmed/Desktop/FIT4003/extract/src/outputs/gson/gson/gson/src/main/java/com/google/gson/Gson.java","136","3","136","56","0","0","0","0","0","0","0","0","0","0","0","0","0"
"L5664","serializeNulls","com.google.gson.Gson.serializeNulls;Z","L580","L103","/home/ahmed/Desktop/FIT4003/extract/src/outputs/gson/gson/gson/src/main/java/com/google/gson/Gson.java","137","3","137","32","0","0","0","0","0","0","0","0","0","0","0","0","0"
"L5665","complexMapKeySerialization","com.google.gson.Gson.complexMapKeySerialization;Z","L580","L103","/home/ahmed/Desktop/FIT4003/extract/src/outputs/gson/gson/gson/src/main/java/com/google/gson/Gson.java","138","3","138","44","0","0","0","0","0","0","0","0","0","0","0","0","0"
"L5666","generateNonExecutableJson","com.google.gson.Gson.generateNonExecutableJson;Z","L580","L103","/home/ahmed/Desktop/FIT4003/extract/src/outputs/gson/gson/gson/src/main/java/com/google/gson/Gson.java","139","3","139","43","0","0","0","0","0","0","0","0","0","0","0","0","0"
"L5667","htmlSafe","com.google.gson.Gson.htmlSafe;Z","L580","L103","/home/ahmed/Desktop/FIT4003/extract/src/outputs/gson/gson/gson/src/main/java/com/google/gson/Gson.java","140","3","140","26","0","0","0","0","0","0","0","0","0","0","0","0","0"
"L5668","prettyPrinting","com.google.gson.Gson.prettyPrinting;Z","L580","L103","/home/ahmed/Desktop/FIT4003/extract/src/outputs/gson/gson/gson/src/main/java/com/google/gson/Gson.java","141","3","141","32","0","0","0","0","0","0","0","0","0","0","0","0","0"
"L5669","lenient","com.google.gson.Gson.lenient;Z","L580","L103","/home/ahmed/Desktop/FIT4003/extract/src/outputs/gson/gson/gson/src/main/java/com/google/gson/Gson.java","142","3","142","25","0","0","0","0","0","0","0","0","0","0","0","0","0"
"L5670","serializeSpecialFloatingPointValues","com.google.gson.Gson.serializeSpecialFloatingPointValues;Z","L580","L103","/home/ahmed/Desktop/FIT4003/extract/src/outputs/gson/gson/gson/src/main/java/com/google/gson/Gson.java","143","3","143","53","0","0","0","0","0","0","0","0","0","0","0","0","0"
"L5671","datePattern","com.google.gson.Gson.datePattern;Ljava/lang/String;","L580","L103","/home/ahmed/Desktop/FIT4003/extract/src/outputs/gson/gson/gson/src/main/java/com/google/gson/Gson.java","144","3","144","28","0","0","0","0","0","0","0","0","0","0","0","0","0"
"L5672","dateStyle","com.google.gson.Gson.dateStyle;I","L580","L103","/home/ahmed/Desktop/FIT4003/extract/src/outputs/gson/gson/gson/src/main/java/com/google/gson/Gson.java","145","3","145","23","0","0","0","0","0","0","0","0","0","0","0","0","0"
"L5673","timeStyle","com.google.gson.Gson.timeStyle;I","L580","L103","/home/ahmed/Desktop/FIT4003/extract/src/outputs/gson/gson/gson/src/main/java/com/google/gson/Gson.java","146","3","146","23","0","0","0","0","0","0","0","0","0","0","0","0","0"
"L5674","longSerializationPolicy","com.google.gson.Gson.longSerializationPolicy;Lcom/google/gson/LongSerializationPolicy;","L580","L103","/home/ahmed/Desktop/FIT4003/extract/src/outputs/gson/gson/gson/src/main/java/com/google/gson/Gson.java","147","3","147","57","0","0","0","0","0","0","0","0","0","0","0","0","0"
"L5678","builderFactories","com.google.gson.Gson.builderFactories;Ljava/util/List;","L580","L103","/home/ahmed/Desktop/FIT4003/extract/src/outputs/gson/gson/gson/src/main/java/com/google/gson/Gson.java","148","3","148","51","0","0","0","0","0","0","0","0","0","0","0","0","0"
"L5679","builderHierarchyFactories","com.google.gson.Gson.builderHierarchyFactories;Ljava/util/List;","L580","L103","/home/ahmed/Desktop/FIT4003/extract/src/outputs/gson/gson/gson/src/main/java/com/google/gson/Gson.java","149","3","149","60","0","0","0","0","0","0","0","0","0","0","0","0","0"
"L6051","excluder","com.google.gson.GsonBuilder.excluder;Lcom/google/gson/internal/Excluder;","L813","L103","/home/ahmed/Desktop/FIT4003/extract/src/outputs/gson/gson/gson/src/main/java/com/google/gson/GsonBuilder.java","79","3","79","48","0","0","0","0","0","0","0","0","0","0","0","0","0"
"L6052","longSerializationPolicy","com.google.gson.GsonBuilder.longSerializationPolicy;Lcom/google/gson/LongSerializationPolicy;","L813","L103","/home/ahmed/Desktop/FIT4003/extract/src/outputs/gson/gson/gson/src/main/java/com/google/gson/GsonBuilder.java","80","3","80","93","0","0","0","0","0","0","0","0","0","0","0","0","0"
"L6053","fieldNamingPolicy","com.google.gson.GsonBuilder.fieldNamingPolicy;Lcom/google/gson/FieldNamingStrategy;","L813","L103","/home/ahmed/Desktop/FIT4003/extract/src/outputs/gson/gson/gson/src/main/java/com/google/gson/GsonBuilder.java","81","3","81","78","0","0","0","0","0","0","0","0","0","0","0","0","0"
"L6054","instanceCreators","com.google.gson.GsonBuilder.instanceCreators;Ljava/util/Map;","L813","L103","/home/ahmed/Desktop/FIT4003/extract/src/outputs/gson/gson/gson/src/main/java/com/google/gson/GsonBuilder.java","82","3","83","49","0","0","0","0","0","0","0","0","0","0","0","0","0"
"L6055","factories","com.google.gson.GsonBuilder.factories;Ljava/util/List;","L813","L103","/home/ahmed/Desktop/FIT4003/extract/src/outputs/gson/gson/gson/src/main/java/com/google/gson/GsonBuilder.java","84","3","84","90","0","0","0","0","0","0","0","0","0","0","0","0","0"
"L6056","hierarchyFactories","com.google.gson.GsonBuilder.hierarchyFactories;Ljava/util/List;","L813","L103","/home/ahmed/Desktop/FIT4003/extract/src/outputs/gson/gson/gson/src/main/java/com/google/gson/GsonBuilder.java","86","3","86","99","0","0","0","0","0","0","0","0","0","0","0","0","0"
"L6058","serializeNulls","com.google.gson.GsonBuilder.serializeNulls;Z","L813","L103","/home/ahmed/Desktop/FIT4003/extract/src/outputs/gson/gson/gson/src/main/java/com/google/gson/GsonBuilder.java","87","3","87","60","0","0","0","0","0","0","0","0","0","0","0","0","0"
"L6059","datePattern","com.google.gson.GsonBuilder.datePattern;Ljava/lang/String;","L813","L103","/home/ahmed/Desktop/FIT4003/extract/src/outputs/gson/gson/gson/src/main/java/com/google/gson/GsonBuilder.java","88","3","88","30","0","0","0","0","0","0","0","0","0","0","0","0","0"
"L6060","dateStyle","com.google.gson.GsonBuilder.dateStyle;I","L813","L103","/home/ahmed/Desktop/FIT4003/extract/src/outputs/gson/gson/gson/src/main/java/com/google/gson/GsonBuilder.java","89","3","89","46","0","0","0","0","0","0","0","0","0","0","0","0","0"
"L6061","timeStyle","com.google.gson.GsonBuilder.timeStyle;I","L813","L103","/home/ahmed/Desktop/FIT4003/extract/src/outputs/gson/gson/gson/src/main/java/com/google/gson/GsonBuilder.java","90","3","90","46","0","0","0","0","0","0","0","0","0","0","0","0","0"
"L6062","complexMapKeySerialization","com.google.gson.GsonBuilder.complexMapKeySerialization;Z","L813","L103","/home/ahmed/Desktop/FIT4003/extract/src/outputs/gson/gson/gson/src/main/java/com/google/gson/GsonBuilder.java","91","3","91","73","0","0","0","0","0","0","0","0","0","0","0","0","0"
"L6063","serializeSpecialFloatingPointValues","com.google.gson.GsonBuilder.serializeSpecialFloatingPointValues;Z","L813","L103","/home/ahmed/Desktop/FIT4003/extract/src/outputs/gson/gson/gson/src/main/java/com/google/gson/GsonBuilder.java","92","3","92","89","0","0","0","0","0","0","0","0","0","0","0","0","0"
"L6064","escapeHtmlChars","com.google.gson.GsonBuilder.escapeHtmlChars;Z","L813","L103","/home/ahmed/Desktop/FIT4003/extract/src/outputs/gson/gson/gson/src/main/java/com/google/gson/GsonBuilder.java","93","3","93","57","0","0","0","0","0","0","0","0","0","0","0","0","0"
"L6065","prettyPrinting","com.google.gson.GsonBuilder.prettyPrinting;Z","L813","L103","/home/ahmed/Desktop/FIT4003/extract/src/outputs/gson/gson/gson/src/main/java/com/google/gson/GsonBuilder.java","94","3","94","57","0","0","0","0","0","0","0","0","0","0","0","0","0"
"L6066","generateNonExecutableJson","com.google.gson.GsonBuilder.generateNonExecutableJson;Z","L813","L103","/home/ahmed/Desktop/FIT4003/extract/src/outputs/gson/gson/gson/src/main/java/com/google/gson/GsonBuilder.java","95","3","95","75","0","0","0","0","0","0","0","0","0","0","0","0","0"
"L6067","lenient","com.google.gson.GsonBuilder.lenient;Z","L813","L103","/home/ahmed/Desktop/FIT4003/extract/src/outputs/gson/gson/gson/src/main/java/com/google/gson/GsonBuilder.java","96","3","96","45","0","0","0","0","0","0","0","0","0","0","0","0","0"
"L6182","elements","com.google.gson.JsonArray.elements;Ljava/util/List;","L728","L103","/home/ahmed/Desktop/FIT4003/extract/src/outputs/gson/gson/gson/src/main/java/com/google/gson/JsonArray.java","34","3","34","44","0","0","0","0","0","0","0","0","0","0","0","0","0"
"L6331","serialVersionUID","com.google.gson.JsonIOException.serialVersionUID;J","L3444","L103","/home/ahmed/Desktop/FIT4003/extract/src/outputs/gson/gson/gson/src/main/java/com/google/gson/JsonIOException.java","26","3","26","51","0","0","0","0","0","0","0","0","0","0","0","0","0"
"L2507","INSTANCE","com.google.gson.JsonNull.INSTANCE;Lcom/google/gson/JsonNull;","L2429","L103","/home/ahmed/Desktop/FIT4003/extract/src/outputs/gson/gson/gson/src/main/java/com/google/gson/JsonNull.java","32","3","32","58","0","0","0","0","0","0","0","0","0","0","0","0","0"
"L6354","members","com.google.gson.JsonObject.members;Lcom/google/gson/internal/LinkedTreeMap;","L1544","L103","/home/ahmed/Desktop/FIT4003/extract/src/outputs/gson/gson/gson/src/main/java/com/google/gson/JsonObject.java","33","3","34","48","0","0","0","0","0","0","0","0","0","0","0","0","0"
"L6412","serialVersionUID","com.google.gson.JsonParseException.serialVersionUID;J","L1224","L103","/home/ahmed/Desktop/FIT4003/extract/src/outputs/gson/gson/gson/src/main/java/com/google/gson/JsonParseException.java","33","3","33","62","0","0","0","0","0","0","0","0","0","0","0","0","0"
"L6449","value","com.google.gson.JsonPrimitive.value;Ljava/lang/Object;","L1557","L103","/home/ahmed/Desktop/FIT4003/extract/src/outputs/gson/gson/gson/src/main/java/com/google/gson/JsonPrimitive.java","35","3","35","30","0","0","0","0","0","0","0","0","0","0","0","0","0"
"L6521","parser","com.google.gson.JsonStreamParser.parser;Lcom/google/gson/stream/JsonReader;","L6519","L103","/home/ahmed/Desktop/FIT4003/extract/src/outputs/gson/gson/gson/src/main/java/com/google/gson/JsonStreamParser.java","53","3","53","35","0","0","0","0","0","0","0","0","0","0","0","0","0"
"L6522","lock","com.google.gson.JsonStreamParser.lock;Ljava/lang/Object;","L6519","L103","/home/ahmed/Desktop/FIT4003/extract/src/outputs/gson/gson/gson/src/main/java/com/google/gson/JsonStreamParser.java","54","3","54","29","0","0","0","0","0","0","0","0","0","0","0","0","0"
"L6542","serialVersionUID","com.google.gson.JsonSyntaxException.serialVersionUID;J","L1269","L103","/home/ahmed/Desktop/FIT4003/extract/src/outputs/gson/gson/gson/src/main/java/com/google/gson/JsonSyntaxException.java","27","3","27","51","0","0","0","0","0","0","0","0","0","0","0","0","0"
"L5694","DEFAULT","com.google.gson.LongSerializationPolicy.DEFAULT;Lcom/google/gson/LongSerializationPolicy;","L5675","L103","/home/ahmed/Desktop/FIT4003/extract/src/outputs/gson/gson/gson/src/main/java/com/google/gson/LongSerializationPolicy.java","34","3","38","4","0","0","0","0","0","0","0","0","0","0","0","0","0"
"L6559","STRING","com.google.gson.LongSerializationPolicy.STRING;Lcom/google/gson/LongSerializationPolicy;","L5675","L103","/home/ahmed/Desktop/FIT4003/extract/src/outputs/gson/gson/gson/src/main/java/com/google/gson/LongSerializationPolicy.java","45","3","49","4","0","0","0","0","0","0","0","0","0","0","0","0","0"
"L7753","gson","com.google.gson.DefaultInetAddressTypeAdapterTest.gson;Lcom/google/gson/Gson;","L7750","L103","/home/ahmed/Desktop/FIT4003/extract/src/outputs/gson/gson/gson/src/test/java/com/google/gson/DefaultInetAddressTypeAdapterTest.java","29","3","29","21","0","0","0","0","0","0","0","0","0","0","0","0","0"
"L7760","gson","com.google.gson.DefaultMapJsonSerializerTest.gson;Lcom/google/gson/Gson;","L7757","L103","/home/ahmed/Desktop/FIT4003/extract/src/outputs/gson/gson/gson/src/test/java/com/google/gson/DefaultMapJsonSerializerTest.java","32","3","32","34","0","0","0","0","0","0","0","0","0","0","0","0","0"
"L7776","excluder","com.google.gson.ExposeAnnotationExclusionStrategyTest.excluder;Lcom/google/gson/internal/Excluder;","L7773","L103","/home/ahmed/Desktop/FIT4003/extract/src/outputs/gson/gson/gson/src/test/java/com/google/gson/ExposeAnnotationExclusionStrategyTest.java","32","3","32","87","0","0","0","0","0","0","0","0","0","0","0","0","0"
"L7799","fieldAttributes","com.google.gson.FieldAttributesTest.fieldAttributes;Lcom/google/gson/FieldAttributes;","L7796","L103","/home/ahmed/Desktop/FIT4003/extract/src/outputs/gson/gson/gson/src/test/java/com/google/gson/FieldAttributesTest.java","34","3","34","43","0","0","0","0","0","0","0","0","0","0","0","0","0"
"L12879","ourType","com.google.gson.GenericArrayTypeTest.ourType;Ljava/lang/reflect/GenericArrayType;","L12876","L103","/home/ahmed/Desktop/FIT4003/extract/src/outputs/gson/gson/gson/src/test/java/com/google/gson/GenericArrayTypeTest.java","35","3","35","36","0","0","0","0","0","0","0","0","0","0","0","0","0"
"L12900","NULL_TYPE_ADAPTER","com.google.gson.GsonBuilderTest.NULL_TYPE_ADAPTER;Lcom/google/gson/TypeAdapter;","L12897","L103","/home/ahmed/Desktop/FIT4003/extract/src/outputs/gson/gson/gson/src/test/java/com/google/gson/GsonBuilderTest.java","33","3","40","5","0","0","0","0","0","0","0","0","0","0","0","0","0"
"L12932","CUSTOM_EXCLUDER","com.google.gson.GsonTest.CUSTOM_EXCLUDER;Lcom/google/gson/internal/Excluder;","L12929","L103","/home/ahmed/Desktop/FIT4003/extract/src/outputs/gson/gson/gson/src/test/java/com/google/gson/GsonTest.java","37","3","39","41","0","0","0","0","0","0","0","0","0","0","0","0","0"
"L12933","CUSTOM_FIELD_NAMING_STRATEGY","com.google.gson.GsonTest.CUSTOM_FIELD_NAMING_STRATEGY;Lcom/google/gson/FieldNamingStrategy;","L12929","L103","/home/ahmed/Desktop/FIT4003/extract/src/outputs/gson/gson/gson/src/test/java/com/google/gson/GsonTest.java","41","3","45","5","0","0","0","0","0","0","0","0","0","0","0","0","0"
"L12960","gson","com.google.gson.GsonTypeAdapterTest.gson;Lcom/google/gson/Gson;","L12957","L103","/home/ahmed/Desktop/FIT4003/extract/src/outputs/gson/gson/gson/src/test/java/com/google/gson/GsonTypeAdapterTest.java","32","3","32","21","0","0","0","0","0","0","0","0","0","0","0","0","0"
"L13043","innerClass","com.google.gson.InnerClassExclusionStrategyTest.innerClass;Lcom/google/gson/InnerClassExclusionStrategyTest$InnerClass;","L13040","L103","/home/ahmed/Desktop/FIT4003/extract/src/outputs/gson/gson/gson/src/test/java/com/google/gson/InnerClassExclusionStrategyTest.java","29","3","29","51","0","0","0","0","0","0","0","0","0","0","0","0","0"
"L13047","staticNestedClass","com.google.gson.InnerClassExclusionStrategyTest.staticNestedClass;Lcom/google/gson/InnerClassExclusionStrategyTest$StaticNestedClass;","L13040","L103","/home/ahmed/Desktop/FIT4003/extract/src/outputs/gson/gson/gson/src/test/java/com/google/gson/InnerClassExclusionStrategyTest.java","30","3","30","72","0","0","0","0","0","0","0","0","0","0","0","0","0"
"L13051","excluder","com.google.gson.InnerClassExclusionStrategyTest.excluder;Lcom/google/gson/internal/Excluder;","L13040","L103","/home/ahmed/Desktop/FIT4003/extract/src/outputs/gson/gson/gson/src/test/java/com/google/gson/InnerClassExclusionStrategyTest.java","31","3","31","81","0","0","0","0","0","0","0","0","0","0","0","0","0"
"L13064","gson","com.google.gson.JavaSerializationTest.gson;Lcom/google/gson/Gson;","L13061","L103","/home/ahmed/Desktop/FIT4003/extract/src/outputs/gson/gson/gson/src/test/java/com/google/gson/JavaSerializationTest.java","38","3","38","40","0","0","0","0","0","0","0","0","0","0","0","0","0"
"L13221","parser","com.google.gson.JsonStreamParserTest.parser;Lcom/google/gson/JsonStreamParser;","L13218","L103","/home/ahmed/Desktop/FIT4003/extract/src/outputs/gson/gson/gson/src/test/java/com/google/gson/JsonStreamParserTest.java","28","3","28","35","0","0","0","0","0","0","0","0","0","0","0","0","0"
"L13823","BLUE_MUSTANG","com.google.gson.MixedStreamTest.BLUE_MUSTANG;Lcom/google/gson/MixedStreamTest$Car;","L13821","L103","/home/ahmed/Desktop/FIT4003/extract/src/outputs/gson/gson/gson/src/test/java/com/google/gson/MixedStreamTest.java","32","3","32","72","0","0","0","0","0","0","0","0","0","0","0","0","0"
"L13827","BLACK_BMW","com.google.gson.MixedStreamTest.BLACK_BMW;Lcom/google/gson/MixedStreamTest$Car;","L13821","L103","/home/ahmed/Desktop/FIT4003/extract/src/outputs/gson/gson/gson/src/test/java/com/google/gson/MixedStreamTest.java","33","3","33","65","0","0","0","0","0","0","0","0","0","0","0","0","0"
"L13828","RED_MIATA","com.google.gson.MixedStreamTest.RED_MIATA;Lcom/google/gson/MixedStreamTest$Car;","L13821","L103","/home/ahmed/Desktop/FIT4003/extract/src/outputs/gson/gson/gson/src/test/java/com/google/gson/MixedStreamTest.java","34","3","34","67","0","0","0","0","0","0","0","0","0","0","0","0","0"
"L13829","CARS_JSON","com.google.gson.MixedStreamTest.CARS_JSON;Ljava/lang/String;","L13821","L103","/home/ahmed/Desktop/FIT4003/extract/src/outputs/gson/gson/gson/src/test/java/com/google/gson/MixedStreamTest.java","35","3","48","13","0","0","0","0","0","0","0","0","0","0","0","0","0"
"L13881","skipClass","com.google.gson.MockExclusionStrategy.skipClass;Z","L13879","L103","/home/ahmed/Desktop/FIT4003/extract/src/outputs/gson/gson/gson/src/test/java/com/google/gson/MockExclusionStrategy.java","26","3","26","35","0","0","0","0","0","0","0","0","0","0","0","0","0"
"L13882","skipField","com.google.gson.MockExclusionStrategy.skipField;Z","L13879","L103","/home/ahmed/Desktop/FIT4003/extract/src/outputs/gson/gson/gson/src/test/java/com/google/gson/MockExclusionStrategy.java","27","3","27","35","0","0","0","0","0","0","0","0","0","0","0","0","0"
"L13894","gson","com.google.gson.ObjectTypeAdapterTest.gson;Lcom/google/gson/Gson;","L13892","L103","/home/ahmed/Desktop/FIT4003/extract/src/outputs/gson/gson/gson/src/test/java/com/google/gson/ObjectTypeAdapterTest.java","26","3","26","56","0","0","0","0","0","0","0","0","0","0","0","0","0"
"L13895","adapter","com.google.gson.ObjectTypeAdapterTest.adapter;Lcom/google/gson/TypeAdapter;","L13892","L103","/home/ahmed/Desktop/FIT4003/extract/src/outputs/gson/gson/gson/src/test/java/com/google/gson/ObjectTypeAdapterTest.java","27","3","27","77","0","0","0","0","0","0","0","0","0","0","0","0","0"
